_time,_measurement,_field,_value
2023-07-06 13:24:25.099488+02:00,PC,GPU_temp,69.0
2023-07-06 13:24:35.150211+02:00,PC,GPU_temp,69.0
2023-07-06 13:24:46.277358+02:00,PC,GPU_temp,69.0
2023-07-06 13:24:56.334346+02:00,PC,GPU_temp,69.0
2023-07-06 13:25:07.474173+02:00,PC,GPU_temp,69.0
2023-07-06 13:25:17.540251+02:00,PC,GPU_temp,69.0
2023-07-06 13:25:28.641048+02:00,PC,GPU_temp,69.0
2023-07-06 13:25:38.693707+02:00,PC,GPU_temp,69.0
2023-07-06 13:25:49.830978+02:00,PC,GPU_temp,69.0
2023-07-06 13:25:59.923108+02:00,PC,GPU_temp,68.0
2023-07-06 13:26:11.062592+02:00,PC,GPU_temp,69.0
2023-07-06 13:26:21.116569+02:00,PC,GPU_temp,69.0
2023-07-06 13:26:32.217163+02:00,PC,GPU_temp,69.0
2023-07-06 13:26:42.282473+02:00,PC,GPU_temp,69.0
2023-07-06 13:26:53.414433+02:00,PC,GPU_temp,69.0
2023-07-06 13:27:03.441233+02:00,PC,GPU_temp,69.0
2023-07-06 13:27:14.574262+02:00,PC,GPU_temp,69.0
2023-07-06 13:27:24.607197+02:00,PC,GPU_temp,69.0
2023-07-06 13:27:35.719957+02:00,PC,GPU_temp,69.0
2023-07-06 13:27:45.771999+02:00,PC,GPU_temp,69.0
2023-07-06 13:27:56.881028+02:00,PC,GPU_temp,69.0
2023-07-06 13:28:06.950810+02:00,PC,GPU_temp,69.0
2023-07-06 13:28:18.063611+02:00,PC,GPU_temp,69.0
2023-07-06 13:28:28.119863+02:00,PC,GPU_temp,69.0
2023-07-06 13:28:39.229738+02:00,PC,GPU_temp,69.0
2023-07-06 13:28:49.260325+02:00,PC,GPU_temp,69.0
2023-07-06 13:29:00.497937+02:00,PC,GPU_temp,69.0
2023-07-06 13:29:10.536043+02:00,PC,GPU_temp,69.0
2023-07-06 13:29:21.632436+02:00,PC,GPU_temp,69.0
2023-07-06 13:29:31.637662+02:00,PC,GPU_temp,69.0
2023-07-06 13:29:42.786425+02:00,PC,GPU_temp,69.0
2023-07-06 13:29:52.881323+02:00,PC,GPU_temp,69.0
2023-07-06 13:30:04.017949+02:00,PC,GPU_temp,69.0
2023-07-06 13:30:14.067791+02:00,PC,GPU_temp,69.0
2023-07-06 13:30:25.170192+02:00,PC,GPU_temp,69.0
2023-07-06 13:30:35.260079+02:00,PC,GPU_temp,69.0
2023-07-06 13:30:46.350848+02:00,PC,GPU_temp,70.0
2023-07-06 13:30:56.731248+02:00,PC,GPU_temp,69.0
2023-07-06 13:31:06.765989+02:00,PC,GPU_temp,68.0
2023-07-06 13:31:17.852635+02:00,PC,GPU_temp,69.0
2023-07-06 13:31:27.931338+02:00,PC,GPU_temp,68.0
2023-07-06 13:31:39.072238+02:00,PC,GPU_temp,69.0
2023-07-06 13:31:49.149062+02:00,PC,GPU_temp,69.0
2023-07-06 13:32:00.284301+02:00,PC,GPU_temp,70.0
2023-07-06 13:32:10.361445+02:00,PC,GPU_temp,69.0
2023-07-06 13:32:21.460795+02:00,PC,GPU_temp,70.0
2023-07-06 13:32:31.516981+02:00,PC,GPU_temp,69.0
2023-07-06 13:32:42.602805+02:00,PC,GPU_temp,69.0
2023-07-06 13:32:52.940908+02:00,PC,GPU_temp,69.0
2023-07-06 13:33:03.006329+02:00,PC,GPU_temp,68.0
2023-07-06 13:33:14.110612+02:00,PC,GPU_temp,69.0
2023-07-06 13:33:24.230858+02:00,PC,GPU_temp,69.0
2023-07-06 13:33:35.319402+02:00,PC,GPU_temp,69.0
2023-07-06 13:33:45.389859+02:00,PC,GPU_temp,69.0
2023-07-06 13:33:56.489150+02:00,PC,GPU_temp,69.0
2023-07-06 13:34:06.843880+02:00,PC,GPU_temp,69.0
2023-07-06 13:34:16.904536+02:00,PC,GPU_temp,68.0
2023-07-06 13:34:28.024425+02:00,PC,GPU_temp,69.0
2023-07-06 13:34:38.062770+02:00,PC,GPU_temp,69.0
2023-07-06 13:34:49.150321+02:00,PC,GPU_temp,69.0
2023-07-06 13:34:59.218204+02:00,PC,GPU_temp,69.0
2023-07-06 13:35:10.315005+02:00,PC,GPU_temp,70.0
2023-07-06 13:35:20.388110+02:00,PC,GPU_temp,69.0
2023-07-06 13:35:31.521892+02:00,PC,GPU_temp,70.0
2023-07-06 13:35:41.878111+02:00,PC,GPU_temp,69.0
2023-07-06 13:35:51.912338+02:00,PC,GPU_temp,68.0
2023-07-06 13:36:03.068915+02:00,PC,GPU_temp,69.0
2023-07-06 13:36:13.090047+02:00,PC,GPU_temp,68.0
2023-07-06 13:36:24.209420+02:00,PC,GPU_temp,69.0
2023-07-06 13:36:34.263337+02:00,PC,GPU_temp,69.0
2023-07-06 13:36:45.359653+02:00,PC,GPU_temp,70.0
2023-07-06 13:36:55.404227+02:00,PC,GPU_temp,69.0
2023-07-06 13:37:06.552723+02:00,PC,GPU_temp,69.0
2023-07-06 13:37:16.603202+02:00,PC,GPU_temp,69.0
2023-07-06 13:37:27.682269+02:00,PC,GPU_temp,69.0
2023-07-06 13:37:38.065489+02:00,PC,GPU_temp,69.0
2023-07-06 13:37:48.463713+02:00,PC,GPU_temp,68.0
2023-07-06 13:37:58.501988+02:00,PC,GPU_temp,68.0
2023-07-06 13:38:09.605986+02:00,PC,GPU_temp,69.0
2023-07-06 13:38:19.639776+02:00,PC,GPU_temp,68.0
2023-07-06 13:38:30.757591+02:00,PC,GPU_temp,69.0
2023-07-06 13:38:40.844265+02:00,PC,GPU_temp,69.0
2023-07-06 13:38:51.936813+02:00,PC,GPU_temp,70.0
2023-07-06 13:39:02.042451+02:00,PC,GPU_temp,69.0
2023-07-06 13:39:13.162286+02:00,PC,GPU_temp,69.0
2023-07-06 13:39:23.195517+02:00,PC,GPU_temp,69.0
2023-07-06 13:39:34.316306+02:00,PC,GPU_temp,69.0
2023-07-06 13:39:44.351830+02:00,PC,GPU_temp,69.0
2023-07-06 13:39:55.444369+02:00,PC,GPU_temp,69.0
2023-07-06 13:40:05.553775+02:00,PC,GPU_temp,69.0
2023-07-06 13:40:16.625286+02:00,PC,GPU_temp,69.0
2023-07-06 13:40:26.689606+02:00,PC,GPU_temp,69.0
2023-07-06 13:40:37.797954+02:00,PC,GPU_temp,69.0
2023-07-06 13:40:47.839700+02:00,PC,GPU_temp,69.0
2023-07-06 13:40:58.932516+02:00,PC,GPU_temp,69.0
2023-07-06 13:41:09.245215+02:00,PC,GPU_temp,69.0
2023-07-06 13:41:19.273715+02:00,PC,GPU_temp,68.0
2023-07-06 13:41:30.394363+02:00,PC,GPU_temp,69.0
2023-07-06 13:41:40.489115+02:00,PC,GPU_temp,69.0
2023-07-06 13:41:51.619733+02:00,PC,GPU_temp,69.0
2023-07-06 13:42:01.688595+02:00,PC,GPU_temp,69.0
2023-07-06 13:42:12.779584+02:00,PC,GPU_temp,69.0
2023-07-06 13:42:23.201555+02:00,PC,GPU_temp,69.0
2023-07-06 13:42:33.226036+02:00,PC,GPU_temp,68.0
2023-07-06 13:42:44.370213+02:00,PC,GPU_temp,69.0
2023-07-06 13:42:54.418111+02:00,PC,GPU_temp,68.0
2023-07-06 13:43:05.562122+02:00,PC,GPU_temp,69.0
2023-07-06 13:43:15.596327+02:00,PC,GPU_temp,69.0
2023-07-06 13:43:26.726388+02:00,PC,GPU_temp,70.0
2023-07-06 13:43:36.773356+02:00,PC,GPU_temp,69.0
2023-07-06 13:43:47.903984+02:00,PC,GPU_temp,70.0
2023-07-06 13:43:57.963570+02:00,PC,GPU_temp,69.0
2023-07-06 13:44:09.082724+02:00,PC,GPU_temp,70.0
2023-07-06 13:44:19.419428+02:00,PC,GPU_temp,69.0
2023-07-06 13:44:29.497127+02:00,PC,GPU_temp,68.0
2023-07-06 13:44:40.613491+02:00,PC,GPU_temp,69.0
2023-07-06 13:44:50.643246+02:00,PC,GPU_temp,69.0
2023-07-06 13:45:01.759102+02:00,PC,GPU_temp,69.0
2023-07-06 13:45:11.820395+02:00,PC,GPU_temp,69.0
2023-07-06 13:45:22.934550+02:00,PC,GPU_temp,69.0
2023-07-06 13:45:33.280603+02:00,PC,GPU_temp,69.0
2023-07-06 13:45:43.356950+02:00,PC,GPU_temp,69.0
2023-07-06 13:45:54.484159+02:00,PC,GPU_temp,69.0
2023-07-06 13:46:04.540416+02:00,PC,GPU_temp,69.0
2023-07-06 13:46:15.665674+02:00,PC,GPU_temp,69.0
2023-07-06 13:46:25.755944+02:00,PC,GPU_temp,69.0
2023-07-06 13:46:36.851767+02:00,PC,GPU_temp,69.0
2023-07-06 13:46:47.222641+02:00,PC,GPU_temp,69.0
2023-07-06 13:46:57.277170+02:00,PC,GPU_temp,68.0
2023-07-06 13:47:08.392869+02:00,PC,GPU_temp,69.0
2023-07-06 13:47:18.725429+02:00,PC,GPU_temp,69.0
2023-07-06 13:47:29.087528+02:00,PC,GPU_temp,69.0
2023-07-06 13:47:39.204623+02:00,PC,GPU_temp,68.0
2023-07-06 13:47:50.323735+02:00,PC,GPU_temp,68.0
2023-07-06 13:48:00.365668+02:00,PC,GPU_temp,68.0
2023-07-06 13:48:11.506147+02:00,PC,GPU_temp,69.0
2023-07-06 13:48:21.817991+02:00,PC,GPU_temp,69.0
2023-07-06 13:48:31.889964+02:00,PC,GPU_temp,70.0
2023-07-06 13:48:43.005080+02:00,PC,GPU_temp,69.0
2023-07-06 13:48:53.042000+02:00,PC,GPU_temp,69.0
2023-07-06 13:49:04.188605+02:00,PC,GPU_temp,70.0
2023-07-06 13:49:14.227444+02:00,PC,GPU_temp,69.0
2023-07-06 13:49:25.373592+02:00,PC,GPU_temp,69.0
2023-07-06 13:49:35.434214+02:00,PC,GPU_temp,69.0
2023-07-06 13:49:46.512822+02:00,PC,GPU_temp,69.0
2023-07-06 13:49:56.579627+02:00,PC,GPU_temp,69.0
2023-07-06 13:50:07.664605+02:00,PC,GPU_temp,69.0
2023-07-06 13:50:17.696891+02:00,PC,GPU_temp,69.0
2023-07-06 13:50:28.784358+02:00,PC,GPU_temp,69.0
2023-07-06 13:50:39.135802+02:00,PC,GPU_temp,69.0
2023-07-06 13:50:49.525249+02:00,PC,GPU_temp,68.0
2023-07-06 13:50:59.575976+02:00,PC,GPU_temp,68.0
2023-07-06 13:51:10.693795+02:00,PC,GPU_temp,69.0
2023-07-06 13:51:20.771251+02:00,PC,GPU_temp,68.0
2023-07-06 13:51:31.894400+02:00,PC,GPU_temp,69.0
2023-07-06 13:51:41.967435+02:00,PC,GPU_temp,69.0
2023-07-06 13:51:53.019557+02:00,PC,GPU_temp,70.0
2023-07-06 13:52:03.372366+02:00,PC,GPU_temp,69.0
2023-07-06 13:52:13.472910+02:00,PC,GPU_temp,69.0
2023-07-06 13:52:24.609841+02:00,PC,GPU_temp,69.0
2023-07-06 13:52:34.671721+02:00,PC,GPU_temp,69.0
2023-07-06 13:52:45.768623+02:00,PC,GPU_temp,69.0
2023-07-06 13:52:55.832828+02:00,PC,GPU_temp,69.0
2023-07-06 13:53:06.939141+02:00,PC,GPU_temp,69.0
2023-07-06 13:53:16.992156+02:00,PC,GPU_temp,69.0
2023-07-06 13:53:28.036234+02:00,PC,GPU_temp,69.0
2023-07-06 13:53:38.126773+02:00,PC,GPU_temp,69.0
2023-07-06 13:53:49.207670+02:00,PC,GPU_temp,69.0
2023-07-06 13:53:59.271226+02:00,PC,GPU_temp,69.0
2023-07-06 13:54:10.375327+02:00,PC,GPU_temp,69.0
2023-07-06 13:54:20.428931+02:00,PC,GPU_temp,69.0
2023-07-06 13:54:31.577441+02:00,PC,GPU_temp,70.0
2023-07-06 13:54:41.632624+02:00,PC,GPU_temp,69.0
2023-07-06 13:54:52.758189+02:00,PC,GPU_temp,70.0
2023-07-06 13:55:02.810195+02:00,PC,GPU_temp,69.0
2023-07-06 13:55:13.965079+02:00,PC,GPU_temp,69.0
2023-07-06 13:55:24.011676+02:00,PC,GPU_temp,69.0
2023-07-06 13:55:35.128617+02:00,PC,GPU_temp,69.0
2023-07-06 13:55:45.203780+02:00,PC,GPU_temp,69.0
2023-07-06 13:55:56.297702+02:00,PC,GPU_temp,69.0
2023-07-06 13:56:06.378982+02:00,PC,GPU_temp,69.0
2023-07-06 13:56:17.479277+02:00,PC,GPU_temp,69.0
2023-07-06 13:56:27.863699+02:00,PC,GPU_temp,69.0
2023-07-06 13:56:37.910860+02:00,PC,GPU_temp,68.0
2023-07-06 13:56:49.008462+02:00,PC,GPU_temp,69.0
2023-07-06 13:56:59.404735+02:00,PC,GPU_temp,69.0
2023-07-06 13:57:09.463567+02:00,PC,GPU_temp,68.0
2023-07-06 13:57:20.527933+02:00,PC,GPU_temp,69.0
2023-07-06 13:57:30.612888+02:00,PC,GPU_temp,69.0
2023-07-06 13:57:41.724511+02:00,PC,GPU_temp,69.0
2023-07-06 13:57:52.074646+02:00,PC,GPU_temp,69.0
2023-07-06 13:58:02.164506+02:00,PC,GPU_temp,69.0
2023-07-06 13:58:13.260757+02:00,PC,GPU_temp,69.0
2023-07-06 13:58:23.297287+02:00,PC,GPU_temp,69.0
2023-07-06 13:58:34.438366+02:00,PC,GPU_temp,70.0
2023-07-06 13:58:44.561724+02:00,PC,GPU_temp,69.0
2023-07-06 13:58:55.596870+02:00,PC,GPU_temp,70.0
2023-07-06 13:59:06.008374+02:00,PC,GPU_temp,70.0
2023-07-06 13:59:16.419360+02:00,PC,GPU_temp,69.0
2023-07-06 13:59:26.457464+02:00,PC,GPU_temp,68.0
2023-07-06 13:59:37.560873+02:00,PC,GPU_temp,69.0
2023-07-06 13:59:47.640768+02:00,PC,GPU_temp,68.0
2023-07-06 13:59:58.746322+02:00,PC,GPU_temp,69.0
2023-07-06 14:00:08.765335+02:00,PC,GPU_temp,69.0
2023-07-06 14:00:19.891194+02:00,PC,GPU_temp,69.0
2023-07-06 14:00:29.954016+02:00,PC,GPU_temp,69.0
2023-07-06 14:00:41.026983+02:00,PC,GPU_temp,69.0
2023-07-06 14:00:51.073720+02:00,PC,GPU_temp,69.0
2023-07-06 14:01:02.223540+02:00,PC,GPU_temp,70.0
2023-07-06 14:01:12.295627+02:00,PC,GPU_temp,69.0
2023-07-06 14:01:23.401629+02:00,PC,GPU_temp,69.0
2023-07-06 14:01:33.469017+02:00,PC,GPU_temp,69.0
2023-07-06 14:01:44.557013+02:00,PC,GPU_temp,69.0
2023-07-06 14:01:54.570208+02:00,PC,GPU_temp,69.0
2023-07-06 14:02:05.718684+02:00,PC,GPU_temp,69.0
2023-07-06 14:02:15.812858+02:00,PC,GPU_temp,70.0
2023-07-06 14:02:25.815905+02:00,PC,GPU_temp,69.0
2023-07-06 14:02:36.934381+02:00,PC,GPU_temp,69.0
2023-07-06 14:02:46.965844+02:00,PC,GPU_temp,68.0
2023-07-06 14:02:58.075774+02:00,PC,GPU_temp,69.0
2023-07-06 14:03:08.127160+02:00,PC,GPU_temp,69.0
2023-07-06 14:03:19.213997+02:00,PC,GPU_temp,69.0
2023-07-06 14:03:29.277836+02:00,PC,GPU_temp,69.0
2023-07-06 14:03:40.358086+02:00,PC,GPU_temp,70.0
2023-07-06 14:03:50.462254+02:00,PC,GPU_temp,69.0
2023-07-06 14:04:01.292816+02:00,PC,GPU_temp,69.0
2023-07-06 14:04:11.396309+02:00,PC,GPU_temp,68.0
2023-07-06 14:04:21.455935+02:00,PC,GPU_temp,69.0
2023-07-06 14:04:32.248624+02:00,PC,GPU_temp,69.0
2023-07-06 14:04:42.338392+02:00,PC,GPU_temp,68.0
2023-07-06 14:04:53.436313+02:00,PC,GPU_temp,69.0
2023-07-06 14:05:03.510254+02:00,PC,GPU_temp,68.0
2023-07-06 14:05:14.593779+02:00,PC,GPU_temp,69.0
2023-07-06 14:05:24.676143+02:00,PC,GPU_temp,69.0
2023-07-06 14:05:35.826698+02:00,PC,GPU_temp,69.0
2023-07-06 14:05:45.896219+02:00,PC,GPU_temp,68.0
2023-07-06 14:05:56.969094+02:00,PC,GPU_temp,69.0
2023-07-06 14:06:07.040403+02:00,PC,GPU_temp,68.0
2023-07-06 14:06:18.115876+02:00,PC,GPU_temp,70.0
2023-07-06 14:06:28.136912+02:00,PC,GPU_temp,69.0
2023-07-06 14:06:39.248558+02:00,PC,GPU_temp,70.0
2023-07-06 14:06:49.597118+02:00,PC,GPU_temp,69.0
2023-07-06 14:06:59.972699+02:00,PC,GPU_temp,69.0
2023-07-06 14:07:10.034203+02:00,PC,GPU_temp,68.0
2023-07-06 14:07:20.149229+02:00,PC,GPU_temp,68.0
2023-07-06 14:07:30.958956+02:00,PC,GPU_temp,69.0
2023-07-06 14:07:41.043888+02:00,PC,GPU_temp,68.0
2023-07-06 14:07:52.127389+02:00,PC,GPU_temp,69.0
2023-07-06 14:08:02.182104+02:00,PC,GPU_temp,68.0
2023-07-06 14:08:13.321200+02:00,PC,GPU_temp,69.0
2023-07-06 14:08:23.352272+02:00,PC,GPU_temp,69.0
2023-07-06 14:08:34.484039+02:00,PC,GPU_temp,70.0
2023-07-06 14:08:44.537306+02:00,PC,GPU_temp,69.0
2023-07-06 14:08:55.705976+02:00,PC,GPU_temp,70.0
2023-07-06 14:09:05.758052+02:00,PC,GPU_temp,69.0
2023-07-06 14:09:16.869340+02:00,PC,GPU_temp,70.0
2023-07-06 14:09:27.240379+02:00,PC,GPU_temp,69.0
2023-07-06 14:09:37.350463+02:00,PC,GPU_temp,69.0
2023-07-06 14:09:48.452923+02:00,PC,GPU_temp,69.0
2023-07-06 14:09:58.488298+02:00,PC,GPU_temp,68.0
2023-07-06 14:10:09.603313+02:00,PC,GPU_temp,69.0
2023-07-06 14:10:19.648556+02:00,PC,GPU_temp,69.0
2023-07-06 14:10:30.751129+02:00,PC,GPU_temp,69.0
2023-07-06 14:10:40.809765+02:00,PC,GPU_temp,69.0
2023-07-06 14:10:51.866258+02:00,PC,GPU_temp,69.0
2023-07-06 14:11:01.946329+02:00,PC,GPU_temp,69.0
2023-07-06 14:11:13.084895+02:00,PC,GPU_temp,70.0
2023-07-06 14:11:23.185614+02:00,PC,GPU_temp,69.0
2023-07-06 14:11:34.264827+02:00,PC,GPU_temp,69.0
2023-07-06 14:11:44.314150+02:00,PC,GPU_temp,68.0
2023-07-06 14:11:55.434571+02:00,PC,GPU_temp,69.0
2023-07-06 14:12:05.521651+02:00,PC,GPU_temp,68.0
2023-07-06 14:12:16.668453+02:00,PC,GPU_temp,69.0
2023-07-06 14:12:26.714147+02:00,PC,GPU_temp,69.0
2023-07-06 14:12:37.810713+02:00,PC,GPU_temp,69.0
2023-07-06 14:12:47.850763+02:00,PC,GPU_temp,69.0
2023-07-06 14:12:58.982914+02:00,PC,GPU_temp,69.0
2023-07-06 14:13:09.014352+02:00,PC,GPU_temp,69.0
2023-07-06 14:13:20.165027+02:00,PC,GPU_temp,70.0
2023-07-06 14:13:30.215959+02:00,PC,GPU_temp,69.0
2023-07-06 14:13:41.305575+02:00,PC,GPU_temp,69.0
2023-07-06 14:13:51.384899+02:00,PC,GPU_temp,69.0
2023-07-06 14:14:02.497760+02:00,PC,GPU_temp,69.0
2023-07-06 14:14:12.527832+02:00,PC,GPU_temp,68.0
2023-07-06 14:14:23.662656+02:00,PC,GPU_temp,69.0
2023-07-06 14:14:34.024841+02:00,PC,GPU_temp,69.0
2023-07-06 14:14:44.095484+02:00,PC,GPU_temp,68.0
2023-07-06 14:14:55.175667+02:00,PC,GPU_temp,69.0
2023-07-06 14:15:05.243630+02:00,PC,GPU_temp,69.0
2023-07-06 14:15:16.354479+02:00,PC,GPU_temp,70.0
2023-07-06 14:15:26.427367+02:00,PC,GPU_temp,69.0
2023-07-06 14:15:37.505226+02:00,PC,GPU_temp,70.0
2023-07-06 14:15:47.528739+02:00,PC,GPU_temp,69.0
2023-07-06 14:15:58.680065+02:00,PC,GPU_temp,69.0
2023-07-06 14:16:09.026959+02:00,PC,GPU_temp,69.0
2023-07-06 14:16:19.100660+02:00,PC,GPU_temp,68.0
2023-07-06 14:16:30.194333+02:00,PC,GPU_temp,69.0
2023-07-06 14:16:40.531680+02:00,PC,GPU_temp,69.0
2023-07-06 14:16:50.594920+02:00,PC,GPU_temp,68.0
2023-07-06 14:17:01.637595+02:00,PC,GPU_temp,69.0
2023-07-06 14:17:11.710962+02:00,PC,GPU_temp,68.0
2023-07-06 14:17:22.796093+02:00,PC,GPU_temp,70.0
2023-07-06 14:17:32.863456+02:00,PC,GPU_temp,69.0
2023-07-06 14:17:43.976279+02:00,PC,GPU_temp,70.0
2023-07-06 14:17:54.021115+02:00,PC,GPU_temp,69.0
2023-07-06 14:18:05.134097+02:00,PC,GPU_temp,69.0
2023-07-06 14:18:15.212310+02:00,PC,GPU_temp,69.0
2023-07-06 14:18:26.356672+02:00,PC,GPU_temp,69.0
2023-07-06 14:18:36.386007+02:00,PC,GPU_temp,69.0
2023-07-06 14:18:47.493117+02:00,PC,GPU_temp,69.0
2023-07-06 14:18:57.576595+02:00,PC,GPU_temp,69.0
2023-07-06 14:19:08.679591+02:00,PC,GPU_temp,69.0
2023-07-06 14:19:18.717788+02:00,PC,GPU_temp,69.0
2023-07-06 14:19:29.890810+02:00,PC,GPU_temp,69.0
2023-07-06 14:19:39.954044+02:00,PC,GPU_temp,69.0
2023-07-06 14:19:51.068771+02:00,PC,GPU_temp,69.0
2023-07-06 14:20:01.133296+02:00,PC,GPU_temp,69.0
2023-07-06 14:20:12.239572+02:00,PC,GPU_temp,69.0
2023-07-06 14:20:22.312262+02:00,PC,GPU_temp,69.0
2023-07-06 14:20:33.446661+02:00,PC,GPU_temp,69.0
2023-07-06 14:20:43.481526+02:00,PC,GPU_temp,69.0
2023-07-06 14:20:54.594649+02:00,PC,GPU_temp,69.0
2023-07-06 14:21:04.651354+02:00,PC,GPU_temp,69.0
2023-07-06 14:21:15.769642+02:00,PC,GPU_temp,70.0
2023-07-06 14:21:25.843591+02:00,PC,GPU_temp,69.0
2023-07-06 14:21:37.001553+02:00,PC,GPU_temp,69.0
2023-07-06 14:21:47.056427+02:00,PC,GPU_temp,69.0
2023-07-06 14:21:58.166614+02:00,PC,GPU_temp,69.0
2023-07-06 14:22:08.228153+02:00,PC,GPU_temp,69.0
2023-07-06 14:22:19.309462+02:00,PC,GPU_temp,70.0
2023-07-06 14:22:29.351732+02:00,PC,GPU_temp,69.0
2023-07-06 14:22:40.492023+02:00,PC,GPU_temp,69.0
2023-07-06 14:22:50.869599+02:00,PC,GPU_temp,69.0
2023-07-06 14:23:00.925198+02:00,PC,GPU_temp,68.0
2023-07-06 14:23:12.092754+02:00,PC,GPU_temp,69.0
2023-07-06 14:23:22.130671+02:00,PC,GPU_temp,68.0
2023-07-06 14:23:33.251863+02:00,PC,GPU_temp,69.0
2023-07-06 14:23:43.311042+02:00,PC,GPU_temp,69.0
2023-07-06 14:23:54.381672+02:00,PC,GPU_temp,69.0
2023-07-06 14:24:04.446058+02:00,PC,GPU_temp,69.0
2023-07-06 14:24:15.557890+02:00,PC,GPU_temp,69.0
2023-07-06 14:24:25.651374+02:00,PC,GPU_temp,69.0
2023-07-06 14:24:36.781538+02:00,PC,GPU_temp,69.0
2023-07-06 14:24:46.843267+02:00,PC,GPU_temp,69.0
2023-07-06 14:24:57.932968+02:00,PC,GPU_temp,69.0
2023-07-06 14:25:08.014824+02:00,PC,GPU_temp,69.0
2023-07-06 14:25:19.051841+02:00,PC,GPU_temp,69.0
2023-07-06 14:25:29.433508+02:00,PC,GPU_temp,69.0
2023-07-06 14:25:39.868576+02:00,PC,GPU_temp,68.0
2023-07-06 14:25:49.962339+02:00,PC,GPU_temp,67.0
2023-07-06 14:26:01.023357+02:00,PC,GPU_temp,68.0
2023-07-06 14:26:11.350824+02:00,PC,GPU_temp,68.0
2023-07-06 14:26:21.734200+02:00,PC,GPU_temp,69.0
2023-07-06 14:26:31.792129+02:00,PC,GPU_temp,68.0
2023-07-06 14:26:42.916136+02:00,PC,GPU_temp,69.0
2023-07-06 14:26:52.950396+02:00,PC,GPU_temp,68.0
2023-07-06 14:27:04.113275+02:00,PC,GPU_temp,69.0
2023-07-06 14:27:14.138592+02:00,PC,GPU_temp,69.0
2023-07-06 14:27:25.195620+02:00,PC,GPU_temp,70.0
2023-07-06 14:27:35.251704+02:00,PC,GPU_temp,70.0
2023-07-06 14:27:46.363825+02:00,PC,GPU_temp,70.0
2023-07-06 14:27:56.435253+02:00,PC,GPU_temp,69.0
2023-07-06 14:28:07.552538+02:00,PC,GPU_temp,69.0
2023-07-06 14:28:17.623392+02:00,PC,GPU_temp,69.0
2023-07-06 14:28:28.718040+02:00,PC,GPU_temp,69.0
2023-07-06 14:28:38.756707+02:00,PC,GPU_temp,68.0
2023-07-06 14:28:49.882348+02:00,PC,GPU_temp,69.0
2023-07-06 14:29:00.228122+02:00,PC,GPU_temp,69.0
2023-07-06 14:29:10.318399+02:00,PC,GPU_temp,68.0
2023-07-06 14:29:21.395550+02:00,PC,GPU_temp,68.0
2023-07-06 14:29:31.440208+02:00,PC,GPU_temp,68.0
2023-07-06 14:29:42.553738+02:00,PC,GPU_temp,69.0
2023-07-06 14:29:52.612690+02:00,PC,GPU_temp,69.0
2023-07-06 14:30:03.734727+02:00,PC,GPU_temp,69.0
2023-07-06 14:30:13.773178+02:00,PC,GPU_temp,69.0
2023-07-06 14:30:24.855410+02:00,PC,GPU_temp,69.0
2023-07-06 14:30:34.871249+02:00,PC,GPU_temp,69.0
2023-07-06 14:30:46.006685+02:00,PC,GPU_temp,70.0
2023-07-06 14:30:56.058243+02:00,PC,GPU_temp,69.0
2023-07-06 14:31:07.202015+02:00,PC,GPU_temp,69.0
2023-07-06 14:31:17.258233+02:00,PC,GPU_temp,69.0
2023-07-06 14:31:28.346210+02:00,PC,GPU_temp,69.0
2023-07-06 14:31:38.400029+02:00,PC,GPU_temp,69.0
2023-07-06 14:31:49.547147+02:00,PC,GPU_temp,69.0
2023-07-06 14:31:59.604875+02:00,PC,GPU_temp,68.0
2023-07-06 14:32:10.734683+02:00,PC,GPU_temp,69.0
2023-07-06 14:32:20.802958+02:00,PC,GPU_temp,69.0
2023-07-06 14:32:31.879444+02:00,PC,GPU_temp,69.0
2023-07-06 14:32:41.942568+02:00,PC,GPU_temp,69.0
2023-07-06 14:32:53.021894+02:00,PC,GPU_temp,70.0
2023-07-06 14:33:03.082420+02:00,PC,GPU_temp,69.0
2023-07-06 14:33:14.234302+02:00,PC,GPU_temp,69.0
2023-07-06 14:33:24.297598+02:00,PC,GPU_temp,69.0
2023-07-06 14:33:35.401488+02:00,PC,GPU_temp,69.0
2023-07-06 14:33:45.476549+02:00,PC,GPU_temp,69.0
2023-07-06 14:33:56.610870+02:00,PC,GPU_temp,69.0
2023-07-06 14:34:06.639073+02:00,PC,GPU_temp,68.0
2023-07-06 14:34:17.751706+02:00,PC,GPU_temp,69.0
2023-07-06 14:34:27.836799+02:00,PC,GPU_temp,69.0
2023-07-06 14:34:38.876202+02:00,PC,GPU_temp,69.0
2023-07-06 14:34:48.961658+02:00,PC,GPU_temp,69.0
2023-07-06 14:35:00.089974+02:00,PC,GPU_temp,69.0
2023-07-06 14:35:10.141046+02:00,PC,GPU_temp,69.0
2023-07-06 14:35:21.239599+02:00,PC,GPU_temp,69.0
2023-07-06 14:35:31.321492+02:00,PC,GPU_temp,69.0
2023-07-06 14:35:42.434296+02:00,PC,GPU_temp,69.0
2023-07-06 14:35:52.479288+02:00,PC,GPU_temp,69.0
2023-07-06 14:36:03.591062+02:00,PC,GPU_temp,69.0
2023-07-06 14:36:13.933040+02:00,PC,GPU_temp,69.0
2023-07-06 14:36:23.963041+02:00,PC,GPU_temp,68.0
2023-07-06 14:36:35.085878+02:00,PC,GPU_temp,69.0
